,ID,proposition1,proposition2,label,prep_needed,contradiction type
792,QT50_221,the Northern Ireland Protocol also presents us with opportunities,the Northern Ireland Protocol having been designed by Robert Buckland's own government as a soft landing zone for Brexit was in order that Northern Ireland would be as insulated from the difficulties that Brexit was going to create in terms of trade friction,1.0,1.0,antonymy
794,QT50_223,there was no consent in Northern Ireland for Brexit,Naomi Long listened carefully to Robert Buckland saying the importance of consent,1.0,1.0,negation
798,QT50_227,we do have regard for the law,"we know that the government breaks the law, both domestic and international",1.0,1.0,antonymy
799,QT50_228,"statecraft, diligence, and graft are what Boris Johnson and his government have shown they cannot deliver","the way forward is going to be statecraft, diligence, and graft",1.0,1.0,negation
800,QT50_229,the government's going ahead,every single party in Stormont from both communities have voted against the legislation which will grant amnesty to terrorists from the Troubles and stood up against it,1.0,1.0,WK
801,QT50_230,every single party in Stormont from both communities have voted against the legislation which will grant amnesty to terrorists from the Troubles and stood up against it,"this week in parliament, just two days ago, the government introduced legislation which will grant amnesty to terrorists from the Troubles",1.0,1.0,WK
805,QT50_234,we haven't got politicians who put their job above the colour of their party,we have to get politicians who put their job above the colour of their party,1.0,1.0,negation
806,QT50_235,"we can get around the table and try to find solutions because medicines issues, pets, plants, business",we can keep going back to Brexit and having the squabbles that everybody has been having,1.0,0.0,WK
807,QT50_236,we have had too many examples of law-makers being law-breakers,"very, very clearly law-makers should not be law-breakers",1.0,1.0,negation
809,QT50_238,we go back to the same tittle-tattle again,"listening to the panel tonight, AudienceMember 20220609QT283 thought that this was going to be such a good and positive outcome to a lot of things",1.0,1.0,lexical
810,QT50_239,Stephen Kerr doesn't think Sue Grey report will cast a judgment on the prime minister,some people are expecting Sue Grey report to cast a judgment on the prime minister,1.0,1.0,negation
812,QT50_241,it doesn't seem to apply to the government,the rules should apply to everyone equally,1.0,0.0,negation
814,QT50_243,the prime minister Boris Johnson and his friends in government have civilian more than given the impression that the rules don't apply to them,that the rules apply to everybody whoever you are is the rule of law,1.0,1.0,negation
816,QT50_245,Sue Grey won't be drawing conclusions,Sue Grey will produce an dependent report and do everything she can with the evidence put before her,1.0,1.0,negation
817,QT50_246,we are trying all to forget May of 2020,we just need to look back to that time in May of 2020,1.0,1.0,lexical
818,QT50_247,Douglas Ross' office deserves some respect,Iain Anderson won't pretend that he's a fan of Douglas Ross,1.0,1.0,lexical
819,QT50_248,anyone does or doesn't dare to speak up for Boris Johnson,anyone does or doesn't want to speak up for Boris Johnson,1.0,1.0,structural
822,QT50_251,it is very difficult if not impossible to proceed with creating an engineer company,"the Scottish government's initial commitment, their hope was to create a Sanath engineer company",1.0,1.0,lexical
825,QT50_254,at the same time we have one hand tied behind our back because the UK government have taken £20 a week out of universal credit,raising child payment to £20 a week has been described as a game changer,1.0,1.0,WK
827,QT50_256,"when the SNP do do something, it is cutting funding for towns",the SNP don't do anything in consultations,1.0,0.0,negation
828,QT50_257,the money is not given to us,the point AudienceMember 20220707QT34 says money given to us,1.0,1.0,negation
830,QT50_259,housing is where local planning policies need to be more sensitive,Iain Anderson is not in favour of a market intervention,1.0,1.0,WK
835,QT50_264,Boris Johnson would do the Downing Street parties again,Boris Johnson knows things went wrong,1.0,1.0,WK
837,QT50_266,"Boris Johnson has led us out of that and followed the will of the people in the country, got through that, and got us Brexit, and dealt with covid",AudienceMember 20220721QT06 wouldn't defend that Boris Johnson isn't a liar,1.0,1.0,lexical
839,QT50_268,AudienceMember 20220721QT19 does not see any of the current leadership contenders asking for Boris Johnson to go now,we keep talking about trust,1.0,1.0,lexical
840,QT50_269,look what's happening in the country due to inflation,Boris Johnson earlier this year was saying inflation was not something to be worried about,1.0,1.0,factive
841,QT50_270,look what's happened in Ukraine in terms of armed conflicts,the Prime Minister last year said we we were not going to see tanks rolling across Europe again,1.0,1.0,factive
842,QT50_271,we will lose that link along the estuary if it rains again,we have been promised things time and time again about better transport link,1.0,0.0,WK
846,QT50_275,"through elections, through the things we have been discussing, democracy takes its course and you go through periods of time where maybe you change leaders more frequently than you would like","it is clearly, not ideal to change Prime Minister frequently",1.0,0.0,lexical
847,QT50_276,there are too many of the candidates in the leadership race offering tax cuts which are unfunded,"you have got quite a lot of interesting, young candidates, pushing forward quite bold new ideas in the leadership race",1.0,1.0,lexical
848,QT50_277,Olivia Utley would love tax cuts as much as the next person,there are too many of the candidates in the leadership race offering tax cuts which are unfunded,1.0,0.0,lexical
852,QT50_281,"no Boris Johnson hasn't got Brexit done, the Northern Ireland protocol hasn't started yet",everyone keeps saying Boris Johnson got Brexit done,1.0,1.0,negation
853,QT50_282,you can't get on with other people  in your own life and in your job,we have get on with each other in our own lives and in our jobs,1.0,1.0,negation
854,QT50_283,you have to pay for public services,public services are the bedrock of a civilised society,1.0,1.0,WK
857,QT50_286,"there are all sorts of cleaners working in offices etc, who are in exactly the same situation terrified about paying rent",sometimes people make the mistake of imagining that everyone in the private sector is somehow rich,1.0,0.0,WK
858,QT50_287,Bim Afolami thinks teachers' salaries should be increased,the question is really not whether we want to increase teachers' salaries,1.0,1.0,negation
859,QT50_288,young people are never looked after as promised by the government on the classroom floor,what we really want is to see our young people being looked after the way they are promised by Government,1.0,1.0,negation
860,QT50_289,strikes are so damaging to students,AudienceMember 20220721QT27 100% supports pay rises for teachers,1.0,1.0,WK
861,QT50_290,capping rents would be a reasonable idea,nobody is advocating capping rents,1.0,1.0,negation
863,QT50_292,public sector workers are expecting to get a pay cut,we were promised a high wage high skill economy,1.0,1.0,factive
864,QT50_293,the loophole being closed is only going to happen in 2023,it looks like the loophole is going to be closed,1.0,1.0,lexical
867,QT50_296,we have got empty properties in Paignton,they are using every bit of land,1.0,1.0,lexical
872,QT50_301,the crisis hasn't stopped,the pandemic finished in February,1.0,0.0,negation
873,QT50_302,suddenly you say we can't help anymore,the Government reaction was one of the best in the world,1.0,1.0,lexical
874,QT50_303,"after the financial crisis, 13 years ago, 14 years, interest rates have been at zero for all these years and we've had flatlining of growth","at the time of the financial crisis, before then, we had growth of about 2.5% a year as a country",1.0,1.0,numeric
875,QT50_304,400£ for the pandemic was uncosted,the Government helped us with £400 billion during the pandemic,1.0,1.0,numeric
876,QT50_305,Liz Truss didn't seem to take on board was that shaking things up goes hand-in-hand with reassurance,you want things to be different and thought of again in a different way,1.0,1.0,lexical
877,QT50_306,Liz Truss sort of came in as a free-marketeer who didn't understand the markets,Liz Truss is a free-marketeer who wants to stimulate growth,1.0,1.0,WK
878,QT50_307,"climate change it presents us with so many opportunities to create brilliant jobs across our country, well paid, highly skilled",climate change presents us with so many challenges,1.0,1.0,antonymy
882,QT50_311,we're already in recession now,we should not have a horrible recession,1.0,1.0,negation
883,QT50_312,giving an announcement like on Friday with the Office of Budget Responsibility giving an independent forecast that backs it up should have been done,an announcement was made on Friday without the Office of Budget Responsibility giving an independent forecast that backs it up,1.0,1.0,structural
885,QT50_314,23rd November is too late,now we have to wait until 23rd November,1.0,1.0,lexical
887,QT50_316,AudienceMember 20221006QT62 was told today that the lender has pulled the offer and the best they can get is 10.5%,AudienceMember 20221006QT62 was told their initial interest rate would be 4.5%,1.0,1.0,numeric
889,QT50_318,the reality is we don't build enough houses,many of us want the opportunity to own our home,1.0,0.0,lexical
890,QT50_319,it is not a traditional inflation event,we're in a situation where inflation is running high,1.0,0.0,negation
891,QT50_320,we don't have an over-heated economy,you get an over-heated economy,1.0,0.0,negation
892,QT50_321,the rates are going up by 6%,"Paul Scully stepped in as a Central Government and said no, the 178% are increase won't happen",1.0,1.0,numeric
893,QT50_322,"AudienceMember 20221006QT55 knows 5% for somebody earning over £150,000 is more to them than a penny for somebody earning a lot less",AudienceMember 20221006QT55 has dyscalculia which is mathematical dyslexia,1.0,1.0,WK
897,QT50_326,they aren't doing it so PV panels and heat exchanges are on the new builds,the Government had said we're changing the building regulations and all houses have to have PV panels or a heat exchanger,1.0,1.0,negation
898,QT50_327,unlocking the building that's around is not happening,we need to unlock the building that's around,1.0,1.0,negation
899,QT50_328,"unlocking the 12,000 buildings in Bolton is not happening",we need to unlock the building that's around,1.0,1.0,negation
900,QT50_329,"Paul Scully was down in Ebbsfleet where there is 15,000 buildings which are not getting unlocked",we need to unlock the building that's around,1.0,0.0,negation
902,QT50_331,"Fiona Bruce doesn't know so far of those of the people present who have spoken if you're Labour voters or if you are in the ""don't know"" category",Fiona Bruce wants to hear all views,1.0,1.0,lexical
903,QT50_332,the Labour Party have never really got a proper answer for anything,AudienceMember 20221006QT93 keeps hearing from the Labour Party what they're going to do,1.0,1.0,lexical
909,QT50_338,Fiona Bruce hasn't heard Keir Starmer say how much it is going to be and how he'll pay for it,it is impossible to quantify,1.0,0.0,negation
910,QT50_339,right now the childcare system does not support parents into work,you can't talk about growing your economy unless you've got a decent childcare system that supports parents into work,1.0,1.0,negation
911,QT50_340,interest rates were not due to go up so suddenly,interest rates were due to go up,1.0,1.0,negation
913,QT50_342,using government money to create jobs and not cutting the higher rate of taxes is not a responsible choice,it is right that we use government money to create jobs and not cut the higher rate of tax,1.0,1.0,negation
914,QT50_343,now the Labour Party are against the national insurance levy,the Labour Party were in favour of the national insurance levy 6 months ago,1.0,1.0,factive
916,QT50_345,it is also right we look at the positive impacts of the growth plan,the growth plan hasn't gone as planned,1.0,1.0,negation
917,QT50_346,"it is the help that the Government have put in there that is important to families, to businesses, to communities, right across Scotland and the whole UK","Douglas Ross knows that £2,500 is too much for a lot of people",1.0,1.0,lexical
919,QT50_348,"people are living in terror about more, the mortgage costs going up",people are living in terror about the energy costs,1.0,1.0,lexical
920,QT50_349,there's going to be a U-turn coming possibly the next week,there's going to be a U-turn coming possibly tomorrow,1.0,1.0,factive
921,QT50_350,the mini budget being unpicked or reversed is of colossal damage to people,according to news out of Downing Street the mini budget is going to be unpicked if not reversed,1.0,1.0,lexical
922,QT50_351,the mini budget should be unpicked,the mini budget being unpicked or reversed is of colossal damage to people,1.0,1.0,structural
923,QT50_352,you can't ignore the timing of any referendum as well,the responsible thing to do is to establish the legal basis of any referendum,1.0,1.0,lexical
924,QT50_353,there is a majority against the status quo,there's not a majority in this country that supports independence,1.0,1.0,WK
926,QT50_355,"the Conservative Party is running out of people with the ideas to lead it and to work out what ""conservative"" should stand for today",the Conservative Party is not fully ungovernable,1.0,1.0,lexical
930,QT50_359,"at the moment, to Douglas Ross whether Liz Truss will win the general election is a secondary issue",every party wants their party to win,1.0,1.0,WK
933,QT50_362,promised extra powers for Scotland never materialised,the Smith Commission was arranged after the referendum to give Scotland more powers,1.0,1.0,negation
935,QT50_364,things were always going to change in a generation,the argument always comes to 'lots has changed since then',1.0,1.0,structural
939,QT50_368,Scotland would do just fine,"Scotland couldn't make it as a country, a small country of 6 million people within Europe",1.0,1.0,negation
946,QT50_375,John Swinney in his manifesto said that there should be a referendum on independence,it doesn't matter what was in John Swinney's manifesto,1.0,1.0,structural
948,QT50_377,John Swinney doesn't think it's the case that Scotland is more secure as part of the UK,John Swinney acknowledged the argument that people felt there was more security being part of the UK in his speech to the party conference at the weekend,1.0,1.0,structural
949,QT50_378,"using the word ""detest"" is probably ill-advised at best",Nicola Sturgeon is very careful about what she says,1.0,1.0,lexical
951,QT50_380,Nicole Sturgeon can be rude because other people are rude too is definitely not what John Swinney is saying at all,Nicole Sturgeon can be rude too,1.0,1.0,structural
953,QT50_382,that kind of language is not right,"in the first debate I threw away a flippant line where I said let's agree in the outset that we love Scotland, hate the Tories",1.0,0.0,lexical
954,QT50_383,we shouldn't hate anyone,"in the first debate I threw away a flippant line where I said let's agree in the outset that we love Scotland, hate the Tories",1.0,0.0,negation
956,QT50_385,no one is an enemy,we are opponents,1.0,0.0,negation
959,QT50_388,"the break-up of the union is not about rubbing a line off a map where all the protections of the Good Friday Agreement are there no matter what your position, whether you're British or Irish",on this island it is about a new Ireland,1.0,1.0,WK
960,QT50_389,the leadership of Sinn Fein are trying to say there is a momentum behind this,"in 2022, the combined nationalist vote is still 40%",1.0,0.0,WK
962,QT50_391,you’re not getting a new government,there’s always a danger when you get a new Prime Minister that you think you’re getting a new government,1.0,1.0,structural
966,QT50_395,now the factions within those parties are no longer talking to each other and no longer willing to compromise,parties used to be broad churches,1.0,0.0,lexical
975,QT50_404,"at the same time, people were getting older and people were getting fatter and they needed more healthcare",funding for the NHS didn’t go up by as much as it had gone up under Blair and Brown,1.0,1.0,WK
976,QT50_405,young man over there is thoroughly unimpressed with the Conservative party,young man over there is a Conservative voter,1.0,1.0,lexical
980,QT50_409,the Government’s ambition is that you should see your GP within two weeks,David Lammy met a woman who’s been waiting for an appointment at a bowel clinic for 18 months,1.0,0.0,factive
981,QT50_410,Britain is the sixth richest economy in the world,it is desperate in the NHS,1.0,1.0,WK
982,QT50_411,we don’t have all the facilities that an A&E Department would have,we have to ensure that the patient is stable,1.0,0.0,WK
984,QT50_413,the press keep saying long-COVID is a respiratory disease,"long-COVID is a blood disease that stops the oxygen getting around your body, which affects any or all of your organs",1.0,1.0,factive
985,QT50_414,creating multidisciplinary places where you can go and get help is just not happening,"what we need is multidisciplinary places where you can go, where you can get help",1.0,1.0,factive
986,QT50_415,we don’t have 40 new hospitals,Lucy Frazer did just say we have 40 new hospitals,1.0,1.0,factive
989,QT50_418,"on an awful of the metrics the NHS is really, really successful",the NHS is very good at everything except saving lives,1.0,0.0,structural
991,QT50_420,we are not seeing a change in social care,one of Rishi Sunak's big ideas was the social care levy coming out of the rise in national insurance,1.0,1.0,factive
992,QT50_421,claiming that we’re not funding the NHS isn’t accurate,Dr Ayesha is right to identify that we have backlogs of dealing with issues such as social care,1.0,1.0,factive
993,QT50_422,the idea of social care levy has now gone,"the Prime Minister, Rishi Sunak, when he was Chancellor, came up with this idea, the social care levy",1.0,1.0,lexical
994,QT50_423,we have been chronically underfunded,"NHS is a very, very, very good health service",1.0,1.0,lexical
996,QT50_425,National Insurance has been taken away,we thought we had it with National Insurance,1.0,1.0,factive
997,QT50_426,there are countries that have similar outcomes,the sort of waiting lists that we have in this country for getting to see a consultant if you’ve got suspected cancer or heart disease or diabetes are unheard of in large parts of the western world,1.0,0.0,factive
998,QT50_427,"some countries have had similar spending as a percentage of GDP, but actually have better outcomes",there are countries that have similar outcomes,1.0,1.0,factive
999,QT50_428,the NHS is not getting the outcomes we need,"the NHS is actually, weirdly, quite an efficient health service per pound spent",1.0,1.0,WK
1001,QT50_430,it is just not possible for cuts to be made in the education budget,"we’re being told, our fifth education secretary in the last year, that they’re also going to have to make cuts in the education budget",1.0,1.0,negation
1002,QT50_431,certainly when you look at the facts nurses do require some special treatment,Theo Paphitis doesn't like to pick on special cases,1.0,0.0,negation
1004,QT50_433,claps don’t pay bills,through the pandemic we stood on the doorsteps and clapped,1.0,0.0,lexical
1007,QT50_436,the pay rise issue is obviously going to be a big challenge,Stephanie Flanders hopes the government doesn't just talk about the pay rise,1.0,1.0,lexical
1009,QT50_438,that there are employers out there that allow behaviour as that shown by Matt Hancock is bad enough,none of the behaviours Matt Hancock has shown is behaviour that anybody in this audience would be allowed to get away with in an actual place of work,1.0,0.0,factive
1010,QT50_439,Emily Thornberry doesn't behave like people in the current government,Erica Peas sees Emily Thornberry through the lens of this current government,1.0,1.0,lexical
1013,QT50_442,not all politicians are the same,people will think that politicians are all the same,1.0,1.0,structural
1019,QT50_448,politicians going on the news channels just spouting what they actually know is a damn right lie has got to stop,politicians seem to be quite happy to go on news channels just spouting what they actually know is a damn right lie,1.0,1.0,lexical
1021,QT50_450,we should talk about the things that people in this government are doing that are harmful,we waste time talking about the people that shouldn't be MPs,1.0,1.0,WK
1022,QT50_451,"we’re not stupid enough to believe anything politicians say, public",we watched delusional people thinking that we’re all stupid enough to believe anything they say ourselves,1.0,1.0,negation
1024,QT50_453,NHS staff would like to retire early,"NHS staff going above and beyond has never been more the case than at the moment where you just have exhausted staff from the pandemic, traumatised staff from the pandemic, who are still turning up",1.0,1.0,lexical
1026,QT50_455,talking about women being able to get to work and not being able to find childcare is not enough,it is right to talk about women being able to get to work,1.0,1.0,negation
1027,QT50_456,talking about women being able to get to work and not being able to find childcare is not enough,it is right to talk about women not being able to find childcare,1.0,1.0,negation
1029,QT50_458,UK is not in the Union anymore,Bridget Phillipson campaigned for the UK staying in the Union,1.0,1.0,WK
1030,QT50_459,Bridget Phillipson doesn't think there is a great appetite at the moment for fixing gaps in the Brexit deal,there are areas that we do absolutely need to fix those gaps in the Brexit deal,1.0,1.0,negation
1032,QT50_461,we only invest 1.7%,Keir Starmer wants to invest in research and development,1.0,1.0,factive
1033,QT50_462,we're not doing enough to help the social care sector,"we focus a lot, rightly, on the NHS",1.0,1.0,factive
1036,QT50_465,we have to support the NHS staff and fulfil that promise we made,"right now the NHS staff are undervalued, underresourced, and underpaid",1.0,1.0,factive
1038,QT50_467,it has now been 12 years since Labour was in power,you don't want the same party in government in perpetuity,1.0,1.0,factive
1046,QT50_475,fossil fuel subsidies were meant to be ruled out at the last COP,Rishi Sunak is still going ahead with fossil fuel subsidies,1.0,1.0,factive
1049,QT50_478,the target of 100 billion that the developed countries pledged to less developed countries to help them cope with climate change still hasn’t been met,the developed countries pledged 100 billion to less developed countries to help them cope with climate change,1.0,1.0,factive
1054,QT50_483,we can do more,in this country we have done our bit for climate change,1.0,0.0,lexical
1058,QT50_487,we absolutely do take the climate change subject seriously,what Just Stop Oil protesters are arguing for is that the government should take the climate change subject seriously,1.0,1.0,structural
1060,QT50_489,Anne MceIvoy is taking Eurovision Song Contest  to Durham all by herself,Anne MceIvoy is tempted to say Liverpool should host Eurovision Song Contest,1.0,1.0,WK
1062,QT50_491,"record means nothing, significant means nothing","the current government sits there with records, significant funds",1.0,0.0,negation
1064,QT50_493,Armando Iannucci is not minded to write something positive at the moment,Armando Iannucci wishes he could write something which all is well,1.0,1.0,structural
1066,QT50_495,we may disagree with what the politicians want to do a lot of the time,most politicians go into politics to try and make the country better,1.0,1.0,lexical
1067,QT50_496,most politicians are actually quite good people,we may not like the politicians' personalities a lot of the time,1.0,0.0,negation
1073,QT50_502,peaceful protest is hugely under attack by this government,peaceful protest is massively important,1.0,1.0,lexical
1074,QT50_503,"policemen get injured, people get injured, drivers get injured",Caroline Lucas considers recent protests to be peaceful,1.0,0.0,antonymy
1080,QT50_509,what we can do as a country is show international leadership by doing things the right way,we cannot be responsible necessarily for the whole world,1.0,0.0,lexical
1082,QT50_511,the Government failed to do open the door to discussion on the pay with nurses on strike,"the Government just had to open the door, and accept the principle that they were going to have a conversation with the nurses about their pay",1.0,1.0,negation
1083,QT50_512,Jacob Rees-Mogg does not always follow the independent pay bodies,Jacob Rees-Mogg is talking about the independent pay bodies like they are gospel,1.0,1.0,WK
1084,QT50_513,sometimes pay review results are not implemented at exactly the time that is suggested,pay review results are usually implemented,1.0,1.0,negation
1085,QT50_514,the nurses strike has come as a real shock,"over the years, we have got used to different parts of business or organisations going on strike",1.0,1.0,antonymy
1086,QT50_515,"the pay increase of  £1,400 is what was recommended by an independent pay board",the pay increase is not huge,1.0,1.0,lexical
1087,QT50_516,the Government offer for nurses is too low,a 19 per cent pay increase for nurses is too high,1.0,1.0,antonymy
1089,QT50_518,the Institute for Fiscal Studies called £28 billion a dodgy number,the Government claimed a pay rise for nurses was going to cost £28 billion,1.0,1.0,WK
1091,QT50_520,the independent pay review body is not really independent,the UK Government continues to argue that it can't interfere in the so-called independent pay review body,1.0,1.0,lexical
1092,QT50_521,"at the same time the UK Government claimed it cannot interfere in an independent process, it did interfere in that process when it came to the train strikes","the UK Government simultaneously claims, it cannot interfere in this so-called independent process",1.0,1.0,negation
1098,QT50_527,"if Iranians got to a safe country first, they don't need to come from France to the UK","if you've got to a safe country, we would let people in who have a genuine fear of persecution, if they can get here",1.0,0.0,lexical
1102,QT50_531,we have a problem with people coming across the Channel,AudienceMember20230112QT14 doesn't have a problem with people coming,1.0,1.0,negation
1107,QT50_536,"building 14 new hospitals hasn't even been done, remotely even looked into",in 2019 there was a manifesto pledged that the NHS were going to build 14 new hospitals,1.0,1.0,factive
1108,QT50_537,NHS staff have justified a pay rise enough,NHS staff need to justify a pay rise,1.0,1.0,structural
1109,QT50_538,even at a time like this when finances are stretched Rishi Sunak found an additional £14bn to ensure that the NHS has got resources going into the coming years,AudienceMember20230126QT03 is going to say it's not all about money,1.0,0.0,lexical
1110,QT50_539,increasing new hires is completely irrelevant if the people there are leaving,on Question Time most weeks the government representatives claim to be increasing this number or increasing that number,1.0,1.0,lexical
1113,QT50_542,the attack on AudienceMember20230126QT08 was just racially motivated,"AudienceMember20230126QT08 became a person with disability after being attacked by a care work assistant, a support worker, for no reason",1.0,1.0,factive
1115,QT50_544,when it comes to things like the NHS or the education sector the government is effectively saying to all these public sector workers get poorer and be happy about it,pay's got to be competitive,1.0,0.0,WK
1116,QT50_545,there is a lot of politics in the decision about the pay for public sector workers of course,with these decisions you try to take the politics out of the NHS pay debate,1.0,1.0,WK
1117,QT50_546,from all my years of going on Question Time I know that the two most unpopular things to suggest and to support are incest and private medicine,the NHS should be using more private medicine,1.0,1.0,structural
1120,QT50_549,"that the NHS coming to save us is not happening, is genuine to show that the NHS is at breaking point","the NHS is coming to save us, in our desperate state of need",1.0,1.0,negation
1121,QT50_550,people expect that the Government take responsibility for the NHS,it's not the responsibility of Government to take account of recruitment and retention issues when considering the settlement that they put forward,1.0,1.0,negation
1123,QT50_552,AudienceMember 20230126QT23 should have the right to strike,currently AudienceMember 20230126QT23 doesn't have the right to strike,1.0,1.0,negation
1124,QT50_553,everyone wants to talk about Harry's autobiography,no one wants to hear any more about Harry's autobiography,1.0,1.0,antonymy
1127,QT50_556,the royals have been turned into this kind of hideous cartel where they're feeding each other to the wolves in order to advance their own interests,the royals being able to be a family,1.0,1.0,lexical
1130,QT50_559,we have not forgotten what Liz Truss and what Alex Chalk's Government did to our economy,Alex Chalk forgets what Liz Truss and his government did to the British economy,1.0,1.0,lexical
1132,QT50_561,teachers have no interest in taking money away from anyone else,AudienceMember 20230209QT07 does acknowledge the money has to come from somewhere,1.0,1.0,lexical
1133,QT50_562,the narrative we get in this country that we're all in it together is nonsense,we get this narrative in this country that we're all in it together,1.0,1.0,negation
1135,QT50_564,AudienceMember 20230209QT14's business can't just fix the pay rise at 10 percent,"AudienceMember 20230209QT14 would love nothing more than to be able to go in and say, here's a whole load -- and we have done it",1.0,1.0,lexical
1137,QT50_566,India Willoughby is not going to go to the gutter,Ella Whelan is desperate to drag this into the gutter,1.0,1.0,WK
1140,QT50_569,the number of trans women is not even 0.5 percent of the population,"we have been audited trail of 1,000 plus negative stories a month on 0.5 percent of the population",1.0,1.0,negation
1142,QT50_571,it is worth saying the Equality Act legislation passed in the Scottish parliament with an overwhelming majority,the Equality Act debate has been quite at times a toxic debate in Scotland,1.0,1.0,lexical
1145,QT50_574,women's prisons are really bad places,"there's an idea as well that women's prisons are like the Women's Institute, everybody is making jam and doing knitting",1.0,1.0,antonymy
1150,QT50_579,there's a lot of merit in taxing the rich,taxing the rich used to be seen as a bit of a cliché,1.0,1.0,antonymy
1151,QT50_580,both governments failed to resolve all problems concerning women's safety,the key thing about Section 35 is you're supposed to resolve all problems concerning women's safety before you get to passing a bill,1.0,1.0,WK
1153,QT50_582,"stopping illegal immigrants from opening bank accounts, and housing people potentially in disused army barracks just doesn't feel like the caring and compassionate response AudienceMember20230112QT19 would want from the country he lives in at the moment","some of the policies have been announced this week around stopping illegal immigrants from opening bank accounts, and housing people potentially in disused army barracks, going forward",1.0,0.0,lexical
1156,QT50_585,"Peter Hitchens can this time, it really, really is not my fault",Peter Hitchens cannot often say that isn't his fault,1.0,1.0,WK
1157,QT50_586,audience member 20230112QT23 finds it incredibly disappointing as a lifelong Conservative voter to hear Jacob saying deregulation is best for the consumer,"putting the consumers needs first means, deregulating",1.0,1.0,structural
1158,QT50_587,when the REACH regulations first came in they were marvellous,"the REACH chemical regulations are terrible, we hate them, they should never come in",1.0,0.0,antonymy
1164,QT50_593,the Brexit deal is about as oven-ready as a frozen turkey you take out five minutes before Christmas Day,there is a whole point about the Brexit deal being oven-ready,1.0,1.0,structural
1165,QT50_594,"a promise of giving £350 million a week to the NHS is forgotten about, no one talks about it anymore","going back to the nurses, it was £350 million a week we were going to give to the NHS, according to Boris' bus",1.0,1.0,structural
1168,QT50_597,the UK couldn't afford to lose any of those nurses out of the system,the UK has seen a complete exodus of European nurses,1.0,0.0,WK
1169,QT50_598,"the proposal doesn't mean you'll actually get to work from home, work part time, job share, and that kind of thing from day one","the proposal basically means, from day one, you can request the right to work from home, work part time, job share, and that kind of thing",1.0,1.0,negation
1170,QT50_599,flexible arrangements will suit some sectors more than others,flexible arrangements are incredibly important for a whole host of workers across our economy,1.0,1.0,lexical
1172,QT50_601,"in general, working from home is not good for some people","sometimes, people should work from home, or may need to work from home",1.0,1.0,negation
1173,QT50_602,MPs security teams were all there,Jacob Rees-Mogg then became very conscious that the MPs carried on not coming in,1.0,1.0,structural
1174,QT50_603,the cleaners were all there for government,Jacob Rees-Mogg then became very conscious that the MPs carried on not coming in,1.0,1.0,WK
1179,QT50_608,the IMF forecast the UK to be the only G7 economy that’s going to shrink this year,we’ve actually had the third highest rate of growth in the G7 since 2007,1.0,0.0,antonymy
1180,QT50_609,the IMF often make forecasts which are not correct,the IMF forecast the UK to be the only G7 economy that’s going to shrink this year,1.0,0.0,factive
1181,QT50_610,the reality is that all countries in the western world are facing economic challenges at the moment,the IMF forecast the UK to be the only G7 economy that’s going to shrink this year,1.0,0.0,WK
1182,QT50_611,AudienceMember 20230330QT05 is talking about the 600 jobs the Conservative Party have put at risk,AudienceMember 20230330QT05 is not talking about divestment,1.0,1.0,lexical
1183,QT50_612,what’s happening in Wales is that road-building projects are being cancelled,what we won't do is to cancel a road-building project,1.0,1.0,negation
1184,QT50_613,there must be a radical rethinking about how government and how the structure of the UK operates,the way in which the government and. the structure of UK operates is always more of the same,1.0,1.0,structural
1185,QT50_614,essential factories dying on its feet is what’s been happening in Wales,"it is entirely impossible to believe that that sort of facility, if it were in the South East of England, would’ve been allowed to die on its feet",1.0,1.0,WK
1190,QT50_619,short of going over and throwing rocks at other countries in the G7 Anita Boateng can't see how we get there,Thangam Debbonaire has had a long time to give any examples of how we’re going to get to the levels of growth that will see us become the fastest growing country in the G7,1.0,0.0,lexical
1191,QT50_620,at the moment we have a government that’s swayed off course ten times in one day,politicians have to have a direction,1.0,0.0,lexical
1193,QT50_622,"in Shamima Begum's case the law has been used in such a way, by this government, whereby there will be citizens in the future, if you think of Jewish citizens who hold Israeli citizenship, others who hold dual citizenship, who may well find that this government, or a government in the future, can use this law against them again",Liz Saville-Roberts wants the law to make sure that it safeguards citizens without fear or favour,1.0,0.0,negation
1197,QT50_626,AudienceMember 20230330QT26 is worried where the rewriting of Roald Dahl books is going to start the rewriting of classics and popular culture,AudienceMember 20230330QT26 hopes the rewriting of Roald Dahl books is going to open a discussion on social change,1.0,1.0,antonymy
1198,QT50_627,removing words from children's books is not a benevolent decision,it’s great that the publishers removed words from children's books,1.0,1.0,negation
1200,QT50_629,"20 years later we say, no, actually that was a man who was born on 21 January",a woman was born on January 21,1.0,1.0,lexical
1201,QT50_630,the forecasts are not always correct as they are set out to be,the forecasts are made,1.0,1.0,structural
1202,QT50_631,there's nothing substantial in the basis of the proclamation of growth,"the Conservatives have, in someone like Liz Truss, made the sounds that you might find acceptable in terms of using the word ""growth""",1.0,1.0,structural
1205,QT50_634,discussing whether Augustus Gloop should be fat or enormous is pretty trivial compared to the absolutely appalling words in songs which David Davies thinks are quite mainstream on the radio at the moment,one can have a discussion about whether Augustus Gloop should be fat or enormous,1.0,1.0,structural
1207,QT50_636,censoring books and changing words and banning books as well is very dangerous,social change is great,1.0,0.0,WK
