ID	locution1	locution2	proposition1	proposition2	locution1_corrected	locution2_corrected	proposition1_corrected	proposition2_corrected	label	prop_needed
QT50_134	the polling shows that 80 per cent of the population actually think that wind farms onshore are a good thing	people say that onshore wind farms are not popular	"the polling shows that 80 per cent of the population actually think that wind farms onshore are a good thing, showing that 
onshore wind farms are popular"	people say that onshore wind farms are not popular					contradiction	False
QT50_135	what I could do is, and Greg and I could kind of perform this dance	Well, yeah	Greg Hands and Emily Thornberry could kind of perform this dance	yes the Government's energy strategy is too little too late					Non-contradiction	False
QT50_136	you cut the subsidies when it came to onshore wind and solar	he could say to me that, I don't know, that we weren't sufficiently in favour of nuclear early enough	Greg Hands cut the subsidies when it came to onshore wind and solar	Greg Hands could say to Emily Thornberry that we weren't sufficiently in favour of nuclear early enough					Non-Contradiction	False
QT50_137	you haven't	I was thinking that maybe you'd come up with something	Greg Hands hasn't come up with something	Emily Thornberry was thinking that maybe Greg Hands would come up with something					contradiction	 False
QT50_138	what are we going to do in the meantime	You talk about nuclear power stations a long time ahead	we going to do xxx in the meantime before nuclear power stations are created	Greg Hands talks about nuclear power stations a long time ahead					non-contradiction	False
QT50_139	what's going to happen in the short-term	it's a good long-term energy strategy in some ways	something is going to happen in the short-term	the UK Government's energy strategy is a good long-term energy strategy in some ways					non-contradiction	False
QT50_140	We're now apparently getting a nuclear power station every year	nuclear power wasn't seen to be safe	we're now apparently getting a nuclear power station every year	nuclear power wasn't seen to be safe					contradiction	False
QT50_141	that's different to the long-term strategy that we've launched today with renewables, nuclear, and making sure we're not increasing our imports of oil and gas	these are the important things that we've announced to help people with bills	"the Chancellor of the Exchequer's really important package is different to the long-term strategy that we've launched 
today with renewables, nuclear, and making sure we're not increasing our imports of oil and gas"	"the Â£200 discount on energy bills, Â£150 discount on council tax, and the additional funds are the important things that 
we've announced to help people with bills"					non-contradiction	 True
QT50_142	that's slightly missing the picture	It is ridiculous that companies can make excessive profits	that's slightly missing the picture	it is ridiculous that companies can make excessive profits					non-contradiction	 False
QT50_143	The tide comes in and out twice a day and offers an almost endless opportunity to generate electricity	The strategy doesn't talk about tidal generation	the tide comes in and out twice a day and offers an almost endless opportunity to generate electricity	UK's energy strategy doesn't talk about tidal generation					non-contradiction	False
QT50_144	I can't afford it	I want to go green	AudienceMember 20220407QT06 can't afford to go green	AudienceMember 20220407QT06 wants to go green					contradiction	False
QT50_145	now the Government has gone back to the British Geological Survey and asked them to look again at it	"fracking was something that you yourself said had no place really in the British 
economy"	the Government has now gone back to the British Geological Survey and asked them to look again at fracking	fracking was something that Greg Hands himself said had no place really in the British economy					non-contradiction	False
QT50_146	"actually £9 billion set aside, a £200 discount on energy bills, £150 discount on council tax, additional 
funds to make sure the most vulnerable are able…give them assistance in paying their energy bills"	Not deal with it completely	"the package launched by the Chancellor of the Exchequer actually set aside £9 billion, a £200 discount on energy 
bills, £150 discount on council tax, additional funds to give the most vulnerable  assistance in paying their energy 
bills"	the package launched by the Chancellor of the Exchequer doesn't deal with the rise in bills completely					contradiction	 True
QT50_147	we also need to be saving the planet	winter is coming	we also need to be saving the planet	winter is coming					Non-contradiction	False
QT50_148	it also means diplomacy	that's going to mean sanctions	it also means diplomacy	that's going to mean sanctions					non-contradiction	 False
QT50_149	the reality is we cannot simply wait for Vladimir Putin to have an accounting with his god	I have complete sympathy with what was understood	the reality is we cannot simply wait for Vladimir Putin to have an accounting with his god	Dan Hodges has complete sympathy with what was understood					non-contradiction	False
QT50_150	let's do it right now	okay, so it's in the past	let's do good decisions about homes' insulation right now	bad decisions about homes' insulation are in the past					non-contradiction	 True
QT50_151	if we hadn't cut it, if the Government hadn't cut it.	nine million homes would have been insulated	if we hadn't cut it, if the Government hadn't cut it.	nine million homes would have been insulated					Non-contradiction	False
QT50_152	the heat goes straight out the window	it's all very well being able to heat up your home	the heat goes straight out the window	it's all very well being able to heat up your home					Contradiction	False
QT50_153	Disruptive energy technology doesn't have an expert	the innovation programmes that they put together were being run by experts	disruptive energy technology doesn't have an expert	the innovation programmes that they put together were being run by experts					contradiction	 False
QT50_154	"it's never actually explained to us what actions need to be taken or what sanctions have been put 
forward"	the news is actions need to be taken, sanctions have been put forward	it's never actually explained to us what actions need to be taken or what sanctions have been put forward	the news is actions need to be taken, sanctions have been put forward					contradiction	 False
QT50_155	we now need to think about the risks of not intervening	there are very real risks	we now need to think about the risks of not intervening in the atrocities in Ukraine	there are very real risks in taking the approach of introducing a no-fly zone and safe havens					contradiction	True
QT50_156	"I'm very much with you in terms of the difficulties that people are having paying those high heating 
oil prices"	There is a competitive market out there	people are having difficulties paying those high heating oil prices	there is a competitive market out there					non-contradiction	 False
QT50_157	for somebody like Putin? He told us he wasn't going to invade, and he did	talking is always good	talking does not work for somebody like Putin, he told us he wasn't going to invade, and he did	talking is always good					contradiction	 True
QT50_158	Putin clearly hasn't seen the sunlight in quite a while	It's the International Criminal Court	Putin clearly hasn't seen the sunlight in quite a while	the mechanism for holding Vladimir Putin to account is the International Criminal Court					non-contradiction	False
QT50_159	the International Criminal Court, all members are obliged to pick people up if they see someone who has been wanted by the International Criminal Court to stand for war crimes	Putin clearly hasn't seen the sunlight in quite a while	all members of the International Criminal Court are obliged to pick people up if they see someone who has been wanted by the International Criminal Court to stand for war crimes	Putin clearly hasn't seen the sunlight in quite a while					non-contradiction	False
QT50_160	the reality is we cannot simply wait for Vladimir Putin to have an accounting with his god	I have complete sympathy with what was understood	the reality is we cannot simply wait for Vladimir Putin to have an accounting with his god	Dan Hodges has complete sympathy with what was understood					non-contradiction	False
QT50_161	not because of his wife's tax arrangements	there is clear evidence that Rishi Sunak is out of touch	not because of Rishi Sunak's wife's tax arrangements	there is clear evidence that Rishi Sunak is out of touch					non-contradiction	False
QT50_162	you hear about these stories about you're not paying tax	that's ridiculous	you hear about these stories about politicians not paying tax	not trusting politicians is ridiculous					contradiction	 True
QT50_163	it is important, she is paying tax on her UK income	Yes	importantly, Akshata Murthy is paying tax on her UK income	yes, Akshata Murthy is not paying tax on the vast majority of her income					non-contradiction	 True
QT50_164	there seems to be a real problem with the whole concept of non-dom status	I'm not talking about Rishi Sunak's wife	there seems to be a real problem with the whole concept of non-dom status	Justin Welby is not talking about Rishi Sunak's wife					non-contradiction	False
QT50_165	this was a case of just firing and it actually wasn't the hire and fire sort of case as such	We are also, in terms of putting in place new measures on hire and fire	this was a case of just firing and it actually wasn't the hire and fire sort of case as such	the Government is also looking at P&O in terms of putting in place new measures on hire and fire					non-contradiction	 True
QT50_166	they charge it from Luxemburg or somewhere	of companies, that you can buy something here and they make the money here	companies charge it from Luxemburg or somewhere	of companies, that you can buy something here and they make the money here					-	True
QT50_167	the rules are wrong	I'm not criticising her at all	the rules are wrong	Justin Welby is not criticising the Chancellor's wife at all					Non-Contradiction	True
QT50_168	we're left in gridlock	things happen at short notice	we're left in gridlock	things happen at short notice					contradiction	False
QT50_169	it's a bit disingenuous, to say the least, to have somebody who holds public office not to model the behaviour that we would all like to see and not to hold the right standards of behaviour	I fully appreciate that	it's a bit disingenuous, to say the least, to have somebody who holds public office not to model the behaviour that we would all like to see and not to hold the right standards of behaviour	AudienceMember 20220407QT20 fully appreciates that Akshata Murthy is obviously not in leadership, Akshata Murthy is just married to someone who is					non-contradiction	True
QT50_170	the underlying point is a perfectly fair one	you're being slightly unfair to George	the underlying point is a perfectly fair one	you're being slightly unfair to George Eustice					contradiction	False
QT50_171	and in fact unemployment is less than four per cent	ten per cent unemployment	in fact unemployment is less than four per cent	where people were predicting ten per cent unemployment					contradiction	 True
QT50_172	there is far more that the government could be doing to step in and help people	The government would like to tell you that there is nothing more that they can do	there is far more that the government could be doing to step in and help people than just lowering bus fares	the government would like to tell you that there is nothing more that they can do than lower bus fares					contradiction	 False
QT50_173	I think it's a cost of living emergency	people call it a cost of living crisis	I think it's a cost of living emergency	people call it a cost of living crisis					Non-Contradiction	False
QT50_174	We know value brands aren't as good for us	we've got the government saying value brands	we know value brands aren't as good for us	we've got the government saying value brands					non-contradiction 	 False
QT50_175	we don't see this in the rest of Europe	We have so much more homelessness in this country than we did 12 years ago	we don't see this in the rest of Europe	we have so much more homelessness in this country than we did 12 years ago					non-contradiction 	 False
QT50_176	We have so much more homelessness in this country than we did 12 years ago	They have the ability to make lives better	we have so much more homelessness in this country than we did 12 years ago	the government have the ability to make lives better					contradiction	 True
QT50_177	people need to look at their own local authorities	we keep talking about how much MPs get paid and everybody else	people need to look at their own local authorities	we keep talking about how much MPs get paid and everybody else					non-contradiction	 False
QT50_178	"the government is deciding to side with the oil and gas companies rather than those pensioners 
who are struggling to heat their homes"	political choices are difficult, Damian	the government is deciding to side with the oil and gas companies rather than those pensioners who are struggling to heat their homes	political choices are difficult, Damian Green					non-contradiction	 False
QT50_179	there's one of them that's sticking out that won't actually give me the price increase that we need	Most of them have said yes	there's one of the supermarkets that's sticking out that won't actually give Wilfred Emmanuel-Jones the price increase that we need	most of the supermarkets have said yes					non-contradiction	True
QT50_180	Some of them are better than others	I would say insulated	some MPs are better than others	Westminster is insulated					Contradiction	True
QT50_181	not all of the money spent during COVID was spent wisely	"I read somewhere Â£170 billion was spent on COVID measures, like Â£5,000 
per person"	not all of the money spent during COVID was spent wisely	"AudienceMember 20220505QT15 read somewhere Â£170 billion was spent on COVID measures, like Â£5,000 
per person"	not all of the money spent during COVID was spent wisely	"I read somewhere £170 billion was spent on COVID measures, 
like £5,000 per person"	not all of the money spent during COVID was spent wisely	"AudienceMember 20220505QT15 read somewhere £170 billion 
was spent on COVID measures, like £5,000 per person"	non-contradiction	 False
QT50_182	did we need as many	Things like huge numbers of lateral flow tests, which were needed	we didn't need as many lateral flow tests	money was spent for things like huge numbers of lateral flow tests, which were needed					contradiction	 True
QT50_183	we do need to probably move on from it	I'm not saying that we can just forgive and forget	we do need to probably move on from it	AudienceMember 20220505QT21 is not saying that we can just forgive and forget					contradiction	 False
QT50_184	a lot of people will struggle to move on	I understand the intention and the want to move on from this and focus on the issues that really matter	a lot of people will struggle to move on	Louise Haigh understands the intention and the want to move on from this and focus on the issues that really matter					Self-Contradiction	False
QT50_185	Do they really need eight subsidised bars	they work late	politicians do not really need eight subsidised bars	politicians work late					non-contradiction	False
QT50_186	much too slowly	the culture is changing	the culture is changing much too slowly	the culture is changing					contradiction	 True
QT50_187	to demonise them and say it's just because they don't care that tens of thousands of people died is coarsening a debate in a way that is not fair to individuals across the board	you can say you got things wrong and we'll have an enquiry	to demonise them and say it's just because they don't care that tens of thousands of people died is coarsening a debate in a way that is not fair to individuals across the board	you can say you got things wrong and we'll have an enquiry					Non-Contradiction	False
QT50_188	little Peter had something like 50 separate injuries on his body when he died	They were cleared of murder	little Peter had something like 50 separate injuries on his body when he died	Tracy Connelly, Stephen Barker and Jason Owen were cleared of murder					contradiction	False
QT50_189	again, SAGE warned, the Lancet Journal warned, colleagues warned in the House of Commons	Sadly, when the Prime Minister made his apology in the Commons last week, he made this claim about not knowing, about asymptomatic transmission	again, SAGE warned, the Lancet Journal warned, colleagues warned in the House of Commons	sadly, when the Prime Minister made his apology in the Commons last week, he made this claim about not knowing, about asymptomatic transmission					contradiction	False
QT50_190	Sadly, I do not think they will	they owe it to those bereaved families to prove that they will learn lessons	sadly, Louise Haigh does not think the government will learn their lessons	the government owe it to those bereaved families to prove that they will learn lessons					contradiction  	True
QT50_191	So why was the decision made?	you do not make the decision	xxx is why the decision was made	you do not make the decision					contradiction	 True
QT50_192	But people have died	I don't care if someone had a beer after a long, hard day	people have died	AudienceMember 20220512QT31 doesn't care if someone had a beer after a long, hard day					Self-Contradiction	False
QT50_193	Nothing	What happens	nothing happens	xxx is what happens					contradiction	 True
QT50_194	"now that COVID is over we still seem to have a medical system where elderly patients can't get 
appointments"	we couldn't make the right decisions	now that COVID is over we still seem to have a medical system where elderly patients can't get appointments	we couldn't make the right decisions					non-contradiction	 False
QT50_195	I would pick up on Charlotte's point about who makes the decision	Wilfred makes a really interesting point	Damian Green would pick up on Charlotte's point about who makes the decision	Wilfred Emmanuel-Jones makes a really interesting point					non-contradiction	False
QT50_196	If you have the time to sit down and analyse data	people were trying to make decisions quickly	you could have the time to sit down and analyse data	people were trying to make decisions quickly					Non-contradiction	False
QT50_197	when you don't have enough information and you've got to make a decision	If you have the time to sit down and analyse data	when you don't have enough information and you've got to make a decision	you could have the time to sit down and analyse data					non-contradiction	 True
QT50_198	this is, I think, really complicated and I genuinely don't know how I feel	I felt I knew a lot about that	the issues around parole for baby P's mother are, Jack Thorne thinks, really complicated and he genuinely doesn't know how he feels	Jack Thorne felt he knew a lot about the topics he's been forthright on					non-contradiction	False
QT50_199	at the same time her crimes are so heinous that it's hard to do so	I probably would trust the parole board	at the same time Tracey Connelly's crimes are so heinous that it's hard to trust a parole board that may let her walk free	Jack Thorne probably would trust the parole board					contradiction	True
QT50_200	Or is it that they're going to get released and we're going to go through this again	As much as we don't want to think that she's going to get released, is it not setting the precedence for everybody else that's been jailed since that they're going to have to spend that much time in and they're not going to get a chance to be released	or they are going to get released and we're going to go through this again	as much as we don't want to think that Tracey Connelly is going to get released, is it not setting the precedent for everybody else that's been jailed since that they're going to have to spend that much time in and they're not going to get a chance to be released					non-contradiction	False
QT50_201	why is that not happening	they care	xxx is why social care infection control and testing fund being brought back is not happening	the government care					contradiction	 True
QT50_202	It is now - this is driving tonight, it is £1.70, £1.80	2010 to 2014, we were paying about £1.30 a litre	It is now - this is driving tonight, it is £1.70, £1.80 per litre	2010 to 2014, we were paying about £1.30 a litre					contradiction	 False
QT50_203	actually, I don't care what you call it	whilst you can call it a windfall tax	actually, Robert Buckland doesn't care what you call it	you can call it a windfall tax					Contradiction	False
QT50_204	our counterparts in Europe won't change the basis upon which they want to negotiate	The government consistently tried to negotiate	the government's counterparts in Europe won't change the basis upon which they want to negotiate	the government consistently tried to negotiate					contradiction	False
QT50_205	it's been ignored by the European Union	We've been talking about this issue for over two years	the issue of trade borders between Northern Ireland and the United Kingdom has been ignored by the European Union	we've been talking about the issue of trade borders between Northern Ireland and the United Kingdom for over two years					contradiction	False
QT50_206	the Sue Gray Report hadn't come out	what was announced yesterday, with the Sue Gray Report	the Sue Gray Report hadn't come out	the government acted with what was announced yesterday, with the Sue Gray Report					non-contradiction	 False
QT50_207	we've all got long memories	I know it's a long time in politics	we've all got long memories	AudienceMember 20220609QT228 knows seven days is a long time in politics					non-contradition	 False
QT50_208	we wouldn't have had an announcement since the 6th June	we hadn't announced it today	we wouldn't have had an announcement since the 6th June	we hadn't announced it today					Non-contradiction	False
QT50_209	I don't particularly have a cynical view	You're entitled to have a cynical view of it	Robert Buckland doesn't particularly have a cynical view	AudienceMember 20220609QT228 is entitled to have a cynical view of the government acts					contradiction	False
QT50_210	we saw some of the debate going on about the merits of a windfall tax	we have had the announcement	we saw some of the debate going on about the merits of a windfall tax	we have had the announcement of the windfall tax					non-contradiction	True
QT50_211	there clearly was an issue about whether or not it would be right to single out this particular industry	we have had the announcement	there clearly was an issue about whether or not it would be right to single out this particular industry	we have had the announcement of the windfall tax					non-contradiction	 True
QT50_212	the mechanism, the precise mechanism we now have took a bit of time to sort out	we have had the announcement	the mechanism, the precise mechanism we now have took a bit of time to sort out	we have had the announcement of the windfall tax					non-contradiction	True
QT50_213	this is something that is going to happen	People say get back into Stormont now and sort out cost of living	huge cost being passed on to the consumer is something that is going to happen	people say get back into Stormont now and sort out cost of living					contradiction	True
QT50_214	we need to get this addressed	we don't get this addressed	we need to get the issue of Northern Ireland Protocol addressed	we don't get the Northern Ireland Protocol addressed					contradiction   	 False
QT50_215	A blind man on a galloping horse would see this for what it is	I try hard not to be cynical about these things	a blind man on a galloping horse would see this for what it is	Naomi Long tries hard not to be cynical about these things, like parlimentary recess					non-contradiction	False
QT50_216	I think it's too little too late in some instances	I actually welcome the package of measures that have been brought forward	Naomi Long thinks the government package of measures is too little too late in some instances	Naomi Long actually welcomes the package of measures that have been brought forward by the government					Contradiction	False
QT50_217	Stormont is going to do anything	As a unionist I agree with most of what Emma said	Stormont is not going to do anything	as a unionist AudienceMember 20220609QT263 agrees with most of what Emma Little-Pengelly said					non-contradiction	 False
QT50_218	Wasn't it another party that brought Stormont down and Michelle O'Neil was the Health Minister at the time	everyone is quick to point to the DUP for bringing down Stormont	it was another party that brought Stormont down and Michelle O'Neil was the Health Minister at the time	everyone is quick to point to the DUP for bringing down Stormont					contradiction	True
QT50_219	It's a trading issue	I don't agree with the premise that the Protocol is an identity issue	the protocol is a trading issue	John Finucane does not agree with the premise that the Protocol is an identity issue					Non-contradiction	False
QT50_220	the government not only ploughed ahead with Brexit but ploughed ahead with the hardest form of Brexit	When the majority of people in Northern Ireland did not consent to that change	the government not only ploughed ahead with Brexit but ploughed ahead with the hardest form of Brexit	the majority of people in Northern Ireland did not consent to the Northern Ireland Protocol					contradiction	True
QT50_221	It also presents us with opportunities	That was in order that Northern Ireland would be as insulated from the difficulties that Brexit was going to create in terms of trade friction	the Northern Ireland Protocol also presents us with opportunities	the Northern Ireland Protocol having been designed by Robert Buckland's own government as a soft landing zone for Brexit was in order that Northern Ireland would be as insulated from the difficulties that Brexit was going to create in terms of trade friction					Contradiction	False
QT50_222	the British government have been found wanting in that regard	you have two people willing to negotiate with each other in a credible fashion	the British government have been found wanting in regard of negotiating in a credible fashion	you have two people willing to negotiate with each other in a credible fashion					Non-contradiction	True
QT50_223	Where was consent in Northern Ireland for Brexit	I listen carefully to Robert saying the importance of consent	there was no consent in Northern Ireland for Brexit	Naomi Long listened carefully to Robert Buckland saying the importance of consent					Self-Contradiction	False
QT50_224	Where was the concern about the impact on the Good Friday Agreement	I listen carefully to Robert saying the importance of consent	there was no concern about the impact on the Good Friday Agreement	Naomi Long listened carefully to Robert Buckland saying the importance of consent					non-contradiction	False
QT50_225	Something crucial changed	we didn't want it to go ahead in that way	something crucial changed	we didn't want it to go ahead in that way					non-contradiction	 False
QT50_226	we do	We know that Boris Johnson doesn't have a personal regard for the law	we do have regard for the law	we know that Boris Johnson doesn't have a personal regard for the law					Non-Contradiction	False
QT50_227	we do	We know that the government breaks the law, both domestic and international	we do have regard for the law	we know that the government breaks the law, both domestic and international					non-contradiction	False
QT50_228	All of the things that Boris Johnson and his government have shown they cannot deliver	The way forward is going to be statecraft, diligence, and graft	statecraft, diligence, and graft are what Boris Johnson and his government have shown they cannot deliver	the way forward is going to be statecraft, diligence, and graft					contradiction	 True
QT50_229	the government's going ahead	Every single party in Stormont from both communities have voted against it and stood up against it	the government's going ahead	every single party in Stormont from both communities have voted against the legislation which will grant amnesty to terrorists from the Troubles and stood up against it					Self-Contradiction	False
QT50_230	Every single party in Stormont from both communities have voted against it and stood up against it	This week in parliament, just two days ago, the government introduced legislation which will grant amnesty to terrorists from the Troubles	"every single party in Stormont from both communities have voted against the legislation which will grant amnesty 
to terrorists from the Troubles and stood up against it"	this week in parliament, just two days ago, the government introduced legislation which will grant amnesty to terrorists from the Troubles					contradiction	 True
QT50_231	it is important to Unionists	I understand the Protocol and Northern Ireland's place in the Union is not important to Sinn Fein	the Protocol and Northern Ireland's place in the Union is important to Unionists	Emma Little-Pengelly understands that the Protocol and Northern Ireland's place in the Union is not important to Sinn Fein					Contradiction	False
QT50_232	It's not a case of me not listening	He has his view	it's not a case of John Finucane not listening to Unknown Unknown	Unknown Unknown has his view					Non-Contradiction	False
QT50_233	Robert, I have a lot of respect for you, and we worked together in your previous role	have to say, Robert, but how you could believe anything that Boris Johnson says at face value is beyond me at this point	Naomi Long has a lot of respect for Robert Buckland, and they worked together in his previous role	how Robert Buckland could believe anything that Boris Johnson says at face value is beyond Naomi Long at this point					non-contradiction	False
QT50_234	we haven't got that	We have to get politicians who put their job above the colour of their party	we haven't got politicians who put their job above the colour of their party	we have to get politicians who put their job above the colour of their party					contradiction	False
QT50_235	we can get around the table and try to find solutions because medicines issues, pets, plants, business	We can keep going back to Brexit and having the squabbles that everybody has been having	we can get around the table and try to find solutions because medicines issues, pets, plants, business	we can keep going back to Brexit and having the squabbles that everybody has been having					contradiction	False
QT50_236	we have had too many examples of that	Very, very clearly	we have had too many examples of law-makers being law-breakers	very, very clearly law-makers should not be law-breakers					Contradiction	True
QT50_237	I'm not going to list them now	There are a lot of things that we did together which worked very, very well indeed	Robert Buckland is not going to list the things that worked well now	there are a lot of things that Robert Buckland and Boris Johnson did together which worked very, very well indeed					non-contradiction	False
QT50_238	we go back to the same tittle-tattle again	listening to the panel tonight, I thought that this was going to be such a good and positive outcome to a lot of things	we go back to the same tittle-tattle again	listening to the panel tonight, AudienceMember 20220609QT283 thought that this was going to be such a good and positive outcome to a lot of things					Contradiction	False
QT50_239	I don't think that will be the case	some people are expecting this report to cast a judgment on the prime minister	Stephen Kerr doesn't think Sue Grey report will cast a judgment on the prime minister	some people are expecting Sue Grey report to cast a judgment on the prime minister					Contradiction	False
QT50_240	that's what I am saying tonight	this is a difficult thing for me as a lifelong Conservative to be sitting here	that a party leader at UK level should resign is what Stephen Kerr is saying tonight	this is a difficult thing for Stephen Kerr as a lifelong Conservative to be sitting here					contradiction	 True
QT50_241	it doesn't seem to apply to the government	The rules should apply to everyone equally	it doesn't seem to apply to the government	the rules should apply to everyone equally					contradiction	False
QT50_242	it doesn't seem to apply to the government	Think how difficult it is for magistrates applying the rules yet	it doesn't seem to apply to the government	think how difficult it is for magistrates applying the rules yet		Think how difficult it is for magistrates applying the rules		think how difficult it is for magistrates applying the rules	non-contradiction	False
QT50_243	"The prime minister and his friends in government have civilian more than given the impression 
that the rules don't apply to them"	That's the rule of law	the prime minister Boris Johnson and his friends in government have civilian more than given the impression that the rules don't apply to them	that the rules apply to everybody whoever you are is the rule of law					contradiction	 False
QT50_244	there are wryer issues within what you would, other government departments and with senior civil servants	the questions about Boris Johnson	there are other issues within other government departments and with senior civil servants	the question is about Boris Johnson					non-contradiction	False
QT50_245	she won't be drawing conclusions	she will produce an dependent report and do everything she can with the evidence put before her	Sue Grey won't be drawing conclusions	Sue Grey will produce an dependent report and do everything she can with the evidence put before her					non-contradiction	False
QT50_246	a time we are trying all to forget	We just need to look back to that time in May to 20	we are trying all to forget May of 2020	we just need to look back to that time in May of 2020					non-contradiction	 False
QT50_247	his office deserves some respect	I won't pretend that I'm a fan of Douglas Ross	Douglas Ross' office deserves some respect	Iain Anderson won't pretend that he's a fan of Douglas Ross					non-contradiction	False
QT50_248	you don't dare	You do want to	anyone does or doesn't dare to speak up for Boris Johnson	anyone does or doesn't want to speak up for Boris Johnson					contradiction	 True
QT50_249	all we're seeing is just the sort of tit for tat chat	Are you fade to represent the people of the nation	all we're seeing is just the sort of tit for tat chat	you are fade to represent the people of the nation				you are afraid to represent the people of the nation	Non-contradiction	False
QT50_250	you can't say he doesn't have political courage	I tend to disagree with him on this particular judgment call	you can't say Douglas Ross doesn't have political courage	Iain Anderson tenda to disagree with Douglas Ross on this particular judgment call					non-contradiction	False
QT50_251	very difficult if not impossible do proceed with	Our initial commitment, our hope was to create a Sanath engineer company	it is very difficult if not impossible to proceed with creating an engineer company	the Scottish government's initial commitment, their hope was to create a Sanath engineer company					Contradiction	True
QT50_252	No real solutions	Lots and lots of politics	no real solutions	lots and lots of politics					non-contradiction	False
QT50_253	this question is urgent and it is important	That's what from us me what we have been listening to with our political friends for the last three or 4 minutes	this question is urgent and it is important	lots and lots of politics, no real solutions is what we have been listening to with our political friends for the last three or 4 minutes					Non-contradiction	True
QT50_254	At the same time we have one hand tied behind our back because the UK government have taken Â£20 a week out of universal credit	That has been described as a game changer	at the same time we have one hand tied behind our back because the UK government have taken Â£20 a week out of universal credit	raising child payment to Â£20 a week has been described as a game changer	At the same time we have one hand tied behind our back because the UK government have taken £20 a week out of universal credit		at the same time we have one hand tied behind our back because the UK government have taken £20 a week out of universal credit	raising child payment to £20 a week has been described as a game changer	contradiction	True
QT50_255	the SNP are determined to lift people out of poverty	That is the challenge we are facing	the SNP are determined to lift people out of poverty	the UK government reducing universal credit is the challenge we are facing					non-contradiction	False
QT50_256	when they do it is cutting funding for towns	they don't anything	when the SNP do do something, it is cutting funding for towns	the SNP don't do anything in consultations					self-Contradiction	False
QT50_257	It is not given to us	The point you say money given to us	the money is not given to us	the point AudienceMember 20220707QT34 says money given to us           					contradiction	 False
QT50_258	the youngsters who might benefit won't know it is them who will benefit	if there is a planning application for more homes you get all the people in the area turning up saying they don't want t	the youngsters who might benefit won't know it is them who will benefit	if there is a planning application for more homes you get all the people in the area turning up saying they don't want it					non-contradiction	False
QT50_259	this is where local planning policies need to be more sensitive	I'm not in favour of a marketed intervention	housing is where local planning policies need to be more sensitive	Iain Anderson is not in favour of a market intervention					self-Contradiction	False
QT50_260	we need to do more as a society to help young people feel that getting a food on the property ladder is a realisable dream they can fulfil	We have done everything we can to help them	we need to do more as a society to help young people feel that getting a foot on the property ladder is a realisable dream they can fulfil	Stephen Kerr and his wife have done everything they can to help their four children try and get on the property ladder					contradiction	False
QT50_261	in 1970 whether I got married I felt very bitter about it	I agree with affordable however	in 1970 when AudienceMember 20220707QT46 got married he felt very bitter about affordable homes	AudienceMember 20220707QT46 agrees with affordable homes					non-contradiction	True
QT50_262	you take a house as three people	I have nothing against students	you take a house as three people	AudienceMember 20220707QT46 has nothing against students					non-contradition	 False
QT50_263	yet you stayed	You knew it	yet Bim Afolami stayed in his post	Bim Afolami knew that Boris Johnson was wrong and what he was doing to politics in this country					self-Contradiction	False
QT50_264	I would do the Downing Street parties again	I know things went wrong	Boris Johnson would do the Downing Street parties again	Boris Johnson knows things went wrong					Contradiction	False
QT50_265	What was it they didn't spot	I'm absolutely shocked that they kept this man in place for so long	Boris Johnson's party didn't spot something	Chris Bryant is absolutely shocked that they kept this man, Boris Johnson, in place for so long					non-contradiction	 False
QT50_266	"Boris has led us out of that and followed the will of the people in the country, got through that, and got 
us Brexit, and dealt with covid"	I wouldn't defend that	"Boris Johnson has led us out of that and followed the will of the people in the country, got through that, and got us 
Brexit, and dealt with covid"	AudienceMember 20220721QT06 wouldn't defend that Boris Johnson isn't a liar					non-contradition	 False
QT50_267	It's our country	We didn't	it's our country	we didn't get to have a confidence vote					non-contradiction	 False
QT50_268	I don't see any of the current leadership contenders asking for Johnson to go now	We keep talking about trust	AudienceMember 20220721QT19 does not see any of the current leadership contenders asking for Boris Johnson to go now	we keep talking about trust					non-contradiction	False
QT50_269	Look what's happening in the country	Boris Johnson earlier this year was saying inflation was not something to be worried about	look what's happening in the country due to inflation	Boris Johnson earlier this year was saying inflation was not something to be worried about					Contradiction	False
QT50_270	look what's happened in Ukraine	The Prime Minister last year said we we were not going to see tanks rolling across Europe again	look what's happened in Ukraine in terms of armed conflicts	the Prime Minister last year said we we were not going to see tanks rolling across Europe again					Contradiction	False
QT50_271	God help us if it rains again because we will lose that link along the estuary	we have been promised things time and time again about better transport link	we will lose that link along the estuary if it rains again	we have been promised things time and time again about better transport link					contradiction	 True
QT50_272	That's not right	they decided to get Owen Paterson off	getting Owen Paterson off at a meeting wasn't right	Boris Johnson, Charles Moore and others decided to get Owen Paterson off					contradiction	False
QT50_273	three weeks ago, they were voting to keep Boris in	a lot of the people are standing now for this candidate leadership	three weeks ago, the people who are standing now for this candidate leadership, were voting to keep Boris Johnson in	a lot of the people are standing now for this candidate leadership					non-contradiction	 True
QT50_274	they don't come up with any ideas	the Labour Party are fabulous at criticising	the Labour Party don't come up with any ideas	the Labour Party are fabulous at criticising					contradiction	False
QT50_275	through elections, through the things we have been discussing, democracy takes its course and you go through periods of time where maybe you change leaders more frequently than you would like	It is clearly, not ideal to change Prime Minister frequently	through elections, through the things we have been discussing, democracy takes its course and you go through periods of time where maybe you change leaders more frequently than you would like	it is clearly, not ideal to change Prime Minister frequently					non-contradiction	False
